# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Jul 12 08:37:58 2023
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
#
pl_name,hostname,sy_snum,sy_pnum,pl_orbper,pl_orbsmax,pl_rade,pl_bmassj,pl_eqt,st_spectype,st_teff,st_mass,st_lum
HD 184010 c,HD 184010,1,3,484.30000000,1.334000,11.800,0.30000,,K0 III-IV,4971.00,1.35,1.117
HD 184010 d,HD 184010,1,3,836.40000000,1.920000,14.300,0.45000,,K0 III-IV,4971.00,1.35,1.117
HD 18438 b,HD 18438,1,1,803.00000000,2.100000,12.100,21.00000,,M2.5 III,3860.00,1.84,2.968
HD 185269 b,HD 185269,3,1,6.83776000,0.077000,13.800,1.01000,,G0 IV,5923.00,1.30,0.694
HD 18599 b,HD 18599,2,1,4.13743540,0.048000,2.600,0.07583,863,K2 V,5145.00,0.86,-0.429
HD 187085 b,HD 187085,1,1,1019.74000000,2.100000,13.900,0.83600,,G0 V,6117.00,1.19,2.130
HD 187123 b,HD 187123,1,2,3.09658280,0.042600,14.200,0.52300,,G3 V,5790.00,1.04,0.127
HD 187123 c,HD 187123,1,2,3810.00000000,4.890000,13.400,1.99000,,G3 V,5790.00,1.04,0.127
HD 18742 b,HD 18742,1,1,766.00000000,1.820000,13.100,3.40000,,G8/K0 IV,4940.00,1.36,1.143
HD 188015 b,HD 188015,2,1,461.20000000,1.203000,13.600,1.50000,,G5 IV,5746.00,1.09,0.059
HD 188641 b,HD 188641,1,1,14583.81038000,12.027000,11.900,29.36500,,,5897.32,1.07,0.615
HD 189567 b,HD 189567,1,2,14.28800000,0.111000,2.850,0.02674,,G3 V,5726.00,0.83,0.324
HD 189567 c,HD 189567,1,2,33.68800000,0.197000,2.540,0.02202,,G3 V,5726.00,0.83,0.324
HD 189733 b,HD 189733,2,1,2.21857567,0.031260,12.666,1.13000,1209,K2 V,5052.00,0.79,-0.461
HD 190007 b,HD 190007,1,1,11.72000000,0.092000,4.210,0.05179,,K3/4V,4610.00,0.77,-0.680
HD 190228 b,HD 190228,1,1,1143.59858000,2.406000,12.900,5.03000,,G5 IV,5360.00,1.42,0.697
HD 190360 b,HD 190360,2,2,2854.00000000,3.900000,13.400,1.80000,150,G V,5552.00,1.00,0.066
HD 190360 c,HD 190360,2,2,17.11100000,0.130400,4.590,0.06000,,G6 IV,5549.00,0.98,0.066
HD 190647 b,HD 190647,1,1,1176.45000000,2.231000,13.400,1.98500,,G5 V,5656.00,1.07,0.297
HD 190984 b,HD 190984,1,1,4885.00000000,5.500000,13.000,3.58000,,F8 V,5988.00,0.91,0.430
HD 191806 b,HD 191806,1,1,1603.38923000,2.749000,12.500,9.33400,,K0,6010.00,1.07,0.348
HD 191939 b,HD 191939,1,6,8.88032560,0.080400,3.410,0.03146,880,G9 V,5348.00,0.81,-0.187
HD 191939 c,HD 191939,1,6,28.57974300,0.175200,3.195,0.02517,600,G9 V,5348.00,0.81,-0.187
HD 191939 d,HD 191939,1,6,38.35303700,0.213200,2.995,0.00881,540,G9 V,5348.00,0.81,-0.187
HD 191939 e,HD 191939,1,6,101.12000000,0.407000,13.000,0.35302,390,G9 V,5348.00,0.81,-0.187
HD 191939 f,HD 191939,1,6,2200.00000000,3.200000,13.400,2.07659,125,G9 V,5348.00,0.81,-0.187
HD 191939 g,HD 191939,1,6,284.00000000,0.812000,3.740,0.04248,278,G9 V,5348.00,0.81,-0.187
HD 192263 b,HD 192263,1,1,24.35560000,0.150000,14.200,0.56000,486,K2 V,4976.00,0.66,-0.470
HD 192310 b,HD 192310,1,2,74.72000000,0.320000,4.270,0.05320,355,K3V,5166.00,0.80,-0.415
HD 192310 c,HD 192310,1,2,525.80000000,1.180000,5.250,0.07600,185,K3V,5166.00,0.80,-0.415
HD 192699 b,HD 192699,1,1,340.94000000,1.063000,13.400,2.09600,,G8 IV,5041.00,1.38,1.009
HD 194490 b,HD 194490,1,1,13092.18348000,11.116000,12.400,11.20700,,,5861.32,1.06,0.147
HD 195019 b,HD 195019,2,1,18.20132000,0.140000,13.000,3.98000,,G3 IV-V,5751.00,1.21,0.333
HD 196050 b,HD 196050,3,1,1378.00000000,2.510000,12.900,4.55000,,G3 V,5879.00,1.31,0.260
HD 196067 b,HD 196067,2,1,3638.00000000,5.020000,12.300,12.50000,,G1 V,6017.00,1.29,0.572
HD 19615 b,HD 19615,1,1,402.00000000,1.100000,12.600,8.50000,,K0,4263.00,1.10,2.515
HD 196885 A b,HD 196885 A,2,1,1333.00000000,2.370000,13.200,2.58000,,F8 V,6254.00,1.28,0.380
HD 197037 b,HD 197037,2,1,1035.70000000,2.070000,13.900,0.79000,,F7 V,6150.00,1.11,0.239
HD 199509 b,HD 199509,1,1,99.62167000,0.426000,7.430,0.13600,,G3V,5796.02,1.04,-0.084
HD 19994 b,HD 19994,3,1,466.20000000,1.305000,13.600,1.37000,,F8 V,6188.00,1.36,0.580
HD 20003 b,HD 20003,1,2,11.84820000,0.097400,3.430,0.03670,,G8 V,5494.00,0.88,-0.143
HD 20003 c,HD 20003,1,2,33.92390000,0.196400,3.890,0.04540,,G8 V,5494.00,0.88,-0.143
HD 200964 b,HD 200964,1,2,606.30000000,1.565000,13.500,1.59900,,G8 IV,4982.00,1.39,1.064
HD 200964 c,HD 200964,1,2,852.50000000,1.960000,13.700,1.21400,,G8 IV,4982.00,1.39,1.064
HD 202206 c,HD 202206,2,1,1260.00000000,2.410000,12.200,17.90000,,G6 V,5766.00,1.07,0.035
HD 202696 b,HD 202696,1,2,517.80000000,1.566000,,1.99600,,K0 III-IV,5040.00,1.91,1.369
HD 202696 c,HD 202696,1,2,946.60000000,2.342000,,1.86400,,K0 III-IV,5040.00,1.91,1.369
HD 202772 A b,HD 202772 A,2,1,3.30895800,0.052080,17.318,1.01700,2132,,6272.00,1.72,0.971
HD 203030 b,HD 203030,1,1,,487.100000,14.460,11.00000,1040,G8 V,5603.00,0.94,-0.227
HD 20329 b,HD 20329,1,1,0.92611800,0.018000,1.720,0.02335,2141,,5596.00,0.90,0.049
HD 203387 b,HD 203387,1,2,512.53520000,1.771000,13.100,3.48000,,,5174.32,2.82,1.860
HD 203387 c,HD 203387,1,2,2481.07227000,5.067000,12.600,7.48500,,,5174.32,2.82,1.860
HD 2039 b,HD 2039,1,1,1120.00000000,2.200000,12.700,6.29000,,G2/G3 IV/V,5945.00,1.23,0.194
HD 204313 b,HD 204313,1,3,2041.11539000,3.185000,12.900,4.61500,,G5 V,5767.00,1.03,0.100
HD 204313 c,HD 204313,1,3,34.95875000,0.211000,4.310,0.05400,,G5 V,5776.00,1.03,0.100
HD 204313 e,HD 204313,1,3,7325.64666000,7.457000,12.200,15.31700,,G5 V,5767.00,1.03,0.100
HD 204941 b,HD 204941,2,1,1733.00000000,2.550000,10.100,0.23000,,K1/2V,5026.00,0.58,-0.509
HD 205158 b,HD 205158,1,1,25.33798000,0.177000,13.900,0.39200,,,6133.55,1.16,0.653
HD 205739 b,HD 205739,1,1,279.80000000,0.896000,13.600,1.37000,,F7 V,6176.00,1.22,0.360
HD 206255 b,HD 206255,1,1,96.04500000,0.461000,6.470,0.10760,,G5 IV/V,5635.00,1.42,0.652
HD 206610 b,HD 206610,1,1,673.20000000,1.740000,13.400,2.03600,,K0 III,4842.00,1.55,1.276
HD 206893 b,HD 206893,1,2,9350.00000000,9.600000,14.011,28.00000,1429,F5 V,6500.00,1.32,0.456
HD 206893 c,HD 206893,1,2,2090.00000000,3.530000,16.365,12.70000,1182,F5 V,6500.00,1.32,0.456
HD 207496 b,HD 207496,1,1,6.44100800,0.062900,2.250,0.01919,743,K2.5 V,4819.00,0.80,-0.509
HD 20781 b,HD 20781,2,5,5.31350000,0.052900,1.210,0.00610,,K0 V,5256.00,0.70,-0.310
HD 20781 c,HD 20781,2,5,13.89050000,0.100400,2.170,0.01680,,K0 V,5256.00,0.70,-0.310
HD 20781 d,HD 20781,2,5,29.15800000,0.164700,3.250,0.03340,,K0 V,5256.00,0.70,-0.310
HD 20781 e,HD 20781,2,5,85.50730000,0.337400,3.830,0.04420,,K0 V,5256.00,0.70,-0.310
HD 20782 b,HD 20782,2,5,597.06430000,1.364900,13.600,1.48780,,G1.5 V,5782.13,1.04,0.107
HD 207832 b,HD 207832,3,2,160.07000000,0.586000,14.200,0.56000,,G5 V,5726.00,1.05,-0.110
HD 207832 c,HD 207832,3,2,1155.70000000,2.112000,14.000,0.73000,,G5 V,5710.00,0.94,-0.112
HD 207897 b,HD 207897,1,1,16.20215900,0.116300,2.501,0.04531,632,K0 V,5070.00,0.80,-0.444
HD 20794 b,HD 20794,1,4,18.31500000,0.120700,1.450,0.00850,660,G8 V,5401.00,0.70,-0.163
HD 20794 c,HD 20794,1,4,40.11400000,0.203600,1.350,0.00760,508,G8 V,5401.00,0.70,-0.163
HD 20794 d,HD 20794,1,4,90.30900000,0.349900,2.040,0.01500,388,G8 V,5401.00,0.70,-0.163
HD 20794 e,HD 20794,1,4,147.02000000,0.509000,2.030,0.01501,,G8,5401.00,0.81,-0.163
HD 208487 b,HD 208487,1,1,130.08000000,0.524000,14.200,0.52000,,G2 V,6067.00,1.13,0.244
HD 208527 b,HD 208527,1,1,875.50000000,2.100000,12.500,9.90000,,M1 III,4035.00,1.60,2.863
HD 20868 b,HD 20868,1,1,380.85001000,0.950000,13.700,1.25000,,K3/4 IV,4802.00,0.39,-0.529
HD 208897 b,HD 208897,1,1,352.70000000,1.050000,13.600,1.40000,,K0,4860.00,1.25,1.090
HD 209458 b,HD 209458,1,1,3.52474859,0.047070,15.581,0.73000,1459,G0 V,6091.00,1.23,0.231
HD 210193 b,HD 210193,1,1,649.91800000,1.487000,14.300,0.48170,,G3 V,5790.00,1.04,0.056
HD 210277 b,HD 210277,1,1,442.19000000,1.130000,13.600,1.29000,,G0 V,5538.00,1.01,-0.032
HD 210702 b,HD 210702,1,1,354.10000000,1.148000,13.400,1.80800,,K1 III,4951.00,1.61,1.149
HD 211403 b,HD 211403,1,1,223.80000000,0.768000,12.800,5.54000,380,F7 V,6273.00,1.20,0.364
HD 211810 b,HD 211810,1,1,1558.00000000,2.656000,14.000,0.67000,,G5,5652.00,1.03,0.070
HD 211970 b,HD 211970,1,1,25.20100000,0.143000,3.660,0.04090,,K7 V,4127.00,0.61,-1.065
HD 212301 b,HD 212301,2,1,2.24571000,0.030000,14.200,0.51000,,F8 V,6239.00,1.55,0.243
HD 212771 b,HD 212771,1,1,380.70000000,1.190000,13.300,2.39000,,G8 IV,5003.00,1.56,1.188
HD 213240 b,HD 213240,2,1,882.70001000,1.890000,12.800,5.21000,,G0/1 V,5979.00,1.57,0.429
HD 213472 b,HD 213472,1,1,17000.00000000,13.000000,13.100,3.50000,,,5729.54,1.05,0.285
HD 213519 b,HD 213519,1,1,11.12214000,0.099000,2.990,0.02900,,,5840.00,1.05,0.089
HD 213885 b,HD 213885,1,2,1.00803500,0.020120,1.745,0.02778,2128,G,5978.00,1.07,0.139
HD 213885 c,HD 213885,1,2,4.78503000,0.056798,4.710,0.06277,1265,G,5978.00,1.07,0.139
HD 21411 b,HD 21411,1,1,84.28800000,0.362000,9.520,0.20734,,G8 V,5605.00,0.89,-0.266
HD 214823 b,HD 214823,2,1,1854.84424000,3.080000,12.100,18.61000,,G0,6215.00,1.11,0.638
HD 215152 b,HD 215152,1,4,5.75999000,0.057638,1.190,0.00572,,K3 V,4935.00,0.77,-0.523
HD 215152 c,HD 215152,1,4,7.28243000,0.067393,1.170,0.00541,,K3 V,4935.00,0.77,-0.523
HD 215152 d,HD 215152,1,4,10.86499000,0.087990,1.480,0.00881,,K3 V,4935.00,0.77,-0.523
HD 215152 e,HD 215152,1,4,25.19670000,0.154170,1.510,0.00905,,K3 V,4935.00,0.77,-0.523
HD 215497 b,HD 215497,1,2,3.93404000,0.050000,2.400,0.02000,,K3 V,5110.00,0.67,-0.410
HD 215497 c,HD 215497,1,2,567.94000000,1.282000,12.500,0.33000,,K3 V,5113.00,0.87,-0.410
HD 216435 b,HD 216435,1,1,1311.00000000,2.560000,13.700,1.26000,,G0 V,5999.00,1.30,0.557
HD 216437 b,HD 216437,1,1,1334.28000000,2.497000,13.000,3.88000,,G1 V,5909.00,1.17,0.350
HD 216520 b,HD 216520,1,2,35.45000000,0.198000,3.180,0.03228,,K2,5103.00,0.82,-0.452
HD 216520 c,HD 216520,1,2,154.43000000,0.528000,3.030,0.02970,,K2,5103.00,0.82,-0.452
HD 216536 b,HD 216536,1,1,148.60001000,0.610000,13.800,1.05000,,K0,4639.00,0.81,1.800
HD 216770 b,HD 216770,1,1,118.45000000,0.460000,14.100,0.57000,,G9 V CN+1,5399.00,0.74,-0.100
HD 21693 b,HD 21693,1,2,22.67860000,0.145500,2.800,0.02590,,G8 V,5430.00,0.80,-0.208
HD 21693 c,HD 21693,1,2,53.73570000,0.258600,4.340,0.05470,,G8 V,5430.00,0.80,-0.208
HD 217107 b,HD 217107,1,2,7.12682000,0.080000,13.600,1.30000,,G8 IV,5622.00,1.00,0.098
HD 217107 c,HD 217107,1,2,4270.00000000,5.320000,13.200,2.60000,,G8 IV,5575.00,0.98,0.098
HD 21749 c,GJ 143,1,2,7.78993000,0.069500,0.892,0.01164,701,K4.5,4640.00,0.73,-0.686
HD 217786 b,HD 217786,2,2,1301.36009000,2.446000,12.300,13.85200,,F8 V,5966.00,1.14,0.276
HD 217786 c,HD 217786,2,2,2.52221000,0.038000,2.610,0.02300,,F8 V,5966.00,1.14,0.304
HD 217958 b,HD 217958,1,1,2560.19774000,3.758000,14.200,0.52400,,,5930.64,1.08,0.292
HD 218566 b,HD 218566,1,1,225.70000000,0.690000,9.320,0.20000,,K3V,4730.00,0.76,-0.452
HD 219077 b,HD 219077,1,1,5478.68861000,5.935000,12.500,9.62000,,G8 V+,5362.00,0.92,0.425
HD 219134 b,HD 219134,1,6,3.09292600,0.038760,1.602,0.01491,1015,K3 V,4699.00,0.81,-0.577
HD 219134 c,HD 219134,1,6,6.76458000,0.065300,1.511,0.01372,782,K3 V,4699.00,0.81,-0.577
HD 219134 d,HD 219134,1,6,46.85900000,0.237000,1.610,0.05088,410,K3 V,4699.00,0.81,-0.577
HD 219134 f,HD 219134,1,6,22.71700000,0.146300,1.310,0.02297,523,K3 V,4699.00,0.81,-0.577
HD 219134 g,HD 219134,1,6,94.20000000,0.375300,3.280,0.03400,,K3 V,4913.00,0.79,-0.509
HD 219134 h,HD 219134,1,6,2247.00000000,3.110000,12.700,0.34000,,K3 V,4913.00,0.79,-0.509
HD 219139 b,HD 219139,1,1,275.50000000,0.940000,14.000,0.78000,,G5 III,4831.00,1.46,1.795
HD 219415 b,HD 219415,1,1,2093.30000000,3.200000,13.800,1.00000,,K0 III,4820.00,1.00,0.620
HD 219666 b,HD 219666,1,1,6.03607000,0.063560,4.710,0.05223,1073,,5527.00,0.92,-0.028
HD 219828 b,HD 219828,1,2,3.83483000,0.049000,4.590,0.06000,,G0 IV,5891.00,1.04,0.420
HD 219828 c,HD 219828,1,2,4789.87297000,5.657000,12.200,16.05400,,G0 IV,5891.00,1.04,0.420
HD 220074 b,HD 220074,1,1,672.09998000,1.600000,12.200,16.64000,,M2 III,3787.00,2.20,2.894
HD 220197 b,HD 220197,1,1,1728.00000000,2.729000,9.320,0.20000,,G5,5683.00,0.91,-0.003
HD 220689 b,HD 220689,1,1,2266.40000000,3.396000,13.700,1.20000,,G3 V,5921.00,1.02,0.093
HD 220773 b,HD 220773,1,1,3724.70000000,4.940000,13.600,1.45000,,F9,5940.00,1.16,0.498
HD 220842 b,HD 220842,2,1,218.47000000,0.740000,13.100,3.18000,,F8,5960.00,1.13,0.357
HD 221287 b,HD 221287,1,1,456.10000000,1.250000,13.100,3.09000,,F7 V,6304.00,1.25,0.220
HD 221416 b,HD 221416,1,1,14.27670000,0.122800,9.170,0.19000,789,K0 IV/V,5080.00,1.21,0.712
HD 221420 b,HD 221420,1,1,8615.41549000,8.398000,12.100,20.35000,,G2 V,5847.00,1.06,0.603
HD 221585 b,HD 221585,1,1,1173.00000000,2.306000,13.500,1.61000,,G8 IV,5620.00,1.19,0.422
HD 222076 b,HD 222076,1,1,871.00000000,1.830000,13.500,1.56000,,K0 III,4806.00,1.07,0.929
HD 222155 b,HD 222155,1,1,3999.00000000,5.140000,13.400,1.83000,,G2 V,5701.00,1.21,0.509
HD 222582 b,HD 222582,2,1,572.38000000,1.340000,12.600,8.37000,,G5 V,5790.00,1.12,0.115
HD 224538 b,HD 224538,1,1,1202.05199000,2.375000,12.700,6.53100,,F8/G0 IV/V,6097.00,1.23,0.470
HD 224693 b,HD 224693,1,1,26.69040000,0.191000,14.000,0.70000,,G2 V,5894.00,1.31,0.610
HD 22496 b,HD 22496,1,1,5.09071000,0.051000,2.220,0.01753,573,K5/M0V,4385.00,0.68,-1.174
HD 22532 b,HD 22532,1,1,872.60000000,1.900000,13.400,2.12000,,G8 III/IV,5038.00,1.57,1.274
HD 22781 b,HD 22781,1,1,528.07000000,1.167000,12.300,13.65000,,K1,5027.00,0.75,-0.476
HD 23079 b,HD 23079,1,1,730.59998000,1.600000,13.200,2.61000,,F9.5 V,5974.00,1.12,0.133
HD 23127 b,HD 23127,1,1,1211.17000000,2.370000,13.500,1.52700,,G2 V,5843.00,1.21,0.452
HD 231701 b,HD 231701,1,1,141.63000000,0.567000,13.700,1.13000,,F8 V,6101.00,1.21,0.470
HD 233604 b,HD 233604,1,1,192.00000000,0.747000,12.700,6.57500,,K5,4791.00,1.50,1.750
HD 233832 b,HD 233832,2,1,2058.00000000,2.827000,13.500,1.78000,,G0,4981.00,0.71,-0.523
HD 23472 b,HD 23472,1,5,17.66708700,0.116200,2.000,0.02618,543,K4 V,4684.00,0.67,-0.625
HD 23472 c,HD 23472,1,5,29.79749000,0.164600,1.870,0.01073,467,K4 V,4684.00,0.67,-0.625
HD 23472 d,HD 23472,1,5,3.97664000,0.042980,0.750,0.00173,909,K4 V,4684.00,0.67,-0.625
HD 23472 e,HD 23472,1,5,7.90754000,0.068000,0.818,0.00227,723,K4 V,4684.00,0.67,-0.625
HD 23472 f,HD 23472,1,5,12.16218390,0.090600,1.137,0.00242,630,K4 V,4684.00,0.67,-0.625
HD 23596 b,HD 23596,2,1,1535.11912000,2.694000,12.400,11.91400,,F8,6040.00,1.10,0.458
HD 238090 b,HD 238090,1,1,13.67100000,0.093200,2.520,0.02168,470,M0.0 V,3933.00,0.58,-1.154
HD 238914 b,HD 238914,1,1,4100.00000000,5.700000,12.800,6.00000,,K7,4769.00,1.47,1.850
HD 240210 b,HD 240210,1,1,501.75000000,1.160000,12.800,5.21000,,K3 III,4297.00,0.82,1.550
HD 240237 b,HD 240237,1,1,745.70001000,1.920000,12.200,15.89000,,K2 III,3926.00,8.76,2.490
HD 24040 b,HD 24040,1,2,3668.00000000,4.920000,13.000,3.86000,,G0 V,5802.00,1.11,0.276
HD 24040 c,HD 24040,1,2,515.40000000,1.300000,9.350,0.20100,,G0 V,5776.49,1.10,0.276
HD 24064 b,HD 24064,1,1,535.59998000,1.290000,12.300,12.89000,,K0,4052.00,1.61,2.546
HD 24085 b,HD 24085,1,1,2.04550000,0.034000,3.460,0.03713,,G0 V,6034.00,1.22,0.377
HD 25015 b,HD 25015,1,1,6134.42700000,6.248000,12.500,9.07700,,K2 V,5160.00,0.86,-0.384
HD 25171 b,HD 25171,2,1,1802.29000000,2.971000,13.900,0.91500,,F8 V,6125.00,1.08,0.276
HD 25723 b,HD 25723,1,1,457.01000000,1.490000,13.300,2.50000,,K1 III,4766.00,2.12,1.944
HD 25912 b,HD 25912,1,2,41.83156000,0.242000,6.900,0.12000,,,5920.58,1.08,0.041
HD 25912 c,HD 25912,1,2,26308.65619000,17.848000,12.200,16.52700,,,5920.58,1.08,0.041
HD 260655 b,HD 260655,1,2,2.76953000,0.029330,1.240,0.00673,709,M0 V,3803.00,0.44,-1.440
HD 260655 c,HD 260655,1,2,5.70588000,0.047490,1.533,0.00972,557,M0 V,3803.00,0.44,-1.440
HD 26161 b,HD 26161,1,1,10942.29013000,10.087000,11.900,28.46000,,,6057.62,1.12,0.393
HD 2638 b,HD 2638,3,1,3.44420000,0.040000,14.300,0.42000,,K1 V,5186.00,0.77,-0.330
HD 2685 b,HD 2685,1,1,4.12688000,0.056800,16.141,1.17000,2061,,6801.00,1.43,0.668
HD 26965 b,HD 26965,3,1,42.37800000,,2.840,0.02665,,K0 V,5072.00,0.78,-0.340
HD 27442 b,HD 27442,2,1,428.10000000,1.271000,13.500,1.56000,,K1/2III,4846.00,1.23,0.851
HD 27631 b,HD 27631,1,1,2198.14000000,3.242000,13.500,1.56000,,G3 IV/V,5737.00,0.94,-0.056
HD 27894 b,HD 27894,1,3,18.01939000,0.125000,14.100,0.61900,,K2 V,4875.00,0.81,-0.449
HD 27894 c,HD 27894,1,3,36.07000000,0.198000,8.240,0.16200,,K2 V,4894.00,0.80,-0.409
HD 27894 d,HD 27894,1,3,5019.54244000,5.362000,12.700,6.49300,,K2 V,4894.00,0.81,-0.409
HD 27969 b,HD 27969,1,1,654.50000000,1.552000,12.900,4.80000,261,G0 V,5966.00,1.16,0.528
HD 28109 b,HD 28109,1,3,22.89104000,0.135700,2.199,0.05819,881,F8/G0 V,6120.00,1.26,0.456
HD 28109 c,HD 28109,1,3,56.00819000,0.308000,4.230,0.02499,585,F8/G0 V,6120.00,1.26,0.456
HD 28109 d,HD 28109,1,3,84.25999000,0.411000,3.250,0.01787,506,F8/G0 V,6120.00,1.26,0.456
HD 28185 b,HD 28185,1,2,385.52775000,1.035000,12.800,5.83700,,G5,5662.00,0.99,0.016
HD 28185 c,HD 28185,1,2,17417.92079000,13.176000,12.100,19.63900,,G5,5662.00,0.99,0.016
HD 28192 b,HD 28192,1,1,14.23283000,0.118000,12.200,0.31400,,,5919.87,1.08,0.103
HD 28254 b,HD 28254,2,1,1116.00000000,2.150000,13.700,1.16000,,G1 IV/V,5664.00,1.06,0.340
HD 285507 b,HD 285507,1,1,6.08810000,0.060000,13.800,0.98000,,K4.5 V,4503.00,0.82,-0.719
HD 285968 b,HD 285968,1,1,8.78360000,0.066000,2.830,0.02600,450,M2 V,3703.49,0.50,-1.658
HD 28678 b,HD 28678,1,1,380.20000000,1.180000,13.500,1.54200,,G8 IV,4972.00,1.53,1.360
HD 29021 b,HD 29021,1,1,1362.30000000,2.280000,12.900,4.47000,,G5,5560.00,0.85,-0.181
HD 290327 b,HD 290327,1,1,2443.00000000,3.430000,13.300,2.43000,,G8 V,5505.00,0.84,-0.140
HD 29399 b,HD 29399,1,1,892.70000000,1.913000,13.500,1.57000,,K1 III,4845.00,1.17,1.002
HD 2952 b,HD 2952,1,1,311.60001000,1.230000,13.600,1.37000,,K0 III,4844.00,1.97,1.850
HD 29985 b,HD 29985,1,1,20608.14049000,13.390000,12.800,5.47300,,,4678.00,0.75,-0.846
HD 30177 b,HD 30177,1,2,2514.53422000,3.604000,12.600,8.40300,,G8 V,5580.00,0.98,0.083
HD 30177 c,HD 30177,1,2,12085.45186000,10.258000,12.700,6.15000,,G8 V,5580.00,0.98,0.084
HD 30562 b,HD 30562,1,1,1157.00000000,2.340000,13.600,1.47000,,G2 IV,5882.00,1.12,0.450
HD 30669 b,HD 30669,1,1,1684.00000000,2.690000,14.300,0.47000,,G9 V,5400.00,0.92,-0.146
HD 30856 b,HD 30856,2,1,847.00000000,1.850000,13.500,1.54700,,K0 III,4895.00,1.17,0.996
HD 31253 b,HD 31253,1,1,466.00000000,1.260000,14.100,0.62000,,F8,6130.00,1.70,0.517
HD 31527 b,HD 31527,1,3,16.55350000,0.125400,3.220,0.03290,,G2 V,5898.00,0.96,0.079
HD 31527 c,HD 31527,1,3,51.20530000,0.266300,3.850,0.04450,,G2 V,5898.00,0.96,0.079
HD 31527 d,HD 31527,1,3,271.67370000,0.809800,3.460,0.03720,,G2 V,5898.00,0.96,0.079
HD 3167 b,HD 3167,1,4,0.95964100,0.017960,1.670,0.01564,1774,K0 V,5261.00,0.84,-0.270
HD 3167 c,HD 3167,1,4,29.84540000,0.177600,3.000,0.03502,564,K0 V,5261.00,0.84,-0.270
HD 3167 d,HD 3167,1,4,8.41120000,0.076300,1.920,0.01362,860,K0 V,5261.00,0.84,-0.270
HD 3167 e,HD 3167,1,4,96.63000000,0.388500,2.830,0.02646,375,K0 V,5261.00,0.84,-0.270
HD 32518 b,HD 32518,1,1,157.54000000,0.590000,13.100,3.04000,,K1 III,4580.00,1.13,1.666
HD 32963 b,HD 32963,1,1,2372.00000000,3.410000,13.400,2.07000,,G5 IV,5727.00,0.94,0.064
HD 330075 b,HD 330075,1,1,3.38773000,0.040000,14.300,0.48000,990,K1,5000.00,0.47,-0.330
HD 331093 b,HD 331093,1,1,621.62000000,1.440000,13.600,1.50000,,K0,5544.00,1.03,0.006
HD 33142 b,HD 33142,1,3,330.00000000,1.074000,13.700,1.26000,,K0 III,5025.40,1.52,1.000
HD 33142 c,HD 33142,1,3,810.20000000,1.955000,13.900,0.89000,,K0 III,5025.40,1.52,1.000
HD 33142 d,HD 33142,1,3,89.90000000,0.452000,9.320,0.20000,,K0 III,5025.40,1.52,1.000
HD 332231 b,HD 332231,1,1,18.71204000,0.143600,9.718,0.24400,876,F8,6089.00,1.13,0.305
HD 33283 b,HD 33283,2,1,18.19910000,0.150800,12.500,0.32900,,G3/G5 V,5935.00,1.38,0.640
HD 33564 b,HD 33564,1,1,388.00000000,1.100000,12.500,9.10000,,F6 V,6250.00,1.25,0.535
HD 33844 b,HD 33844,1,2,551.40002000,1.600000,13.400,2.01000,,K0 III,4861.00,1.84,1.149
HD 33844 c,HD 33844,1,2,916.00000000,2.240000,13.500,1.75000,,K0 III,4861.00,1.78,1.149
HD 34445 b,HD 34445,1,6,1049.00000000,2.070000,13.900,0.82000,,G0 V,5879.00,1.14,0.303
HD 34445 c,HD 34445,1,6,214.67000000,0.718100,8.420,0.16800,,G0 V,5836.00,1.07,0.303
HD 34445 d,HD 34445,1,6,117.87000000,0.481700,6.070,0.09700,,G0 V,5836.00,1.07,0.303
HD 34445 e,HD 34445,1,6,49.17500000,0.268700,4.260,0.05290,,G0 V,5836.00,1.07,0.303
HD 34445 f,HD 34445,1,6,676.80000000,1.543000,6.880,0.11900,,G0 V,5836.00,1.07,0.303
HD 34445 g,HD 34445,1,6,5700.00000000,6.360000,13.600,0.38000,,G0 V,5836.00,1.07,0.303
HD 35759 b,HD 35759,1,1,82.46700000,0.389000,13.000,3.76000,,G0,6060.00,1.15,0.537
HD 360 b,HD 360,1,1,273.10000000,0.980000,14.000,0.75000,,G8 III,4770.00,1.69,1.742
HD 3651 b,HD 3651,1,1,62.25000000,0.295000,10.100,0.22800,,K0 V,5221.00,0.80,-0.274
HD 37124 b,HD 37124,1,3,154.37800000,0.533640,14.000,0.67500,,G4 V,5698.64,0.85,-0.112
HD 37124 c,HD 37124,1,3,885.50000000,1.710000,14.100,0.65200,,G4 V,5698.64,0.85,-0.112
